District_Name,SCHOOL,Gender,2011,2012,2013,2014,2015
KAMPALA,"CENTRAL COLLEGE,KAWEMPE",FEMALE,31,26,22,13,10
KAMPALA,,MALE,36,36,36,15,20
KAMPALA,"CHURCH OF GOD HIGH SCHOOL,KASUBI",FEMALE,,,,,10
KAMPALA,,MALE,,,,,13
KAMPALA,CHWA II MEMORIAL COLLEGE,FEMALE,56,25,54,13,17
KAMPALA,,MALE,69,35,78,18,14
KAMPALA,CITY HIGH SCHOOL,FEMALE,68,54,108,62,40
KAMPALA,,MALE,98,114,186,98,68
KAMPALA,"CITY HILL COLLEGE,MUTUNDWE",FEMALE,12,10,32,9,9
KAMPALA,,MALE,17,12,32,5,9
KAMPALA,"CITY VIEW HIGH SCHOOL,KYEBANDO",FEMALE,45,46,66,49,40
KAMPALA,,MALE,45,65,80,45,37
KAMPALA,"CITYSIDE COLLEGE,MAKERERE",FEMALE,18,32,134,36,47
KAMPALA,,MALE,49,40,122,61,66
KAMPALA,"CONCERTED COLLEGE SCHOOL,NTINDA",FEMALE,15,12,92,9,21
KAMPALA,,MALE,18,19,74,27,27
KAMPALA,"CRANE HIGH SCHOOL,KAMPALA",FEMALE,53,30,84,22,40
KAMPALA,,MALE,47,40,74,33,54
KAMPALA,"CRANE HIGH SCHOOL,KITINTALE",FEMALE,96,89,248,84,49
KAMPALA,,MALE,123,109,252,114,70
KAMPALA,"CRESCENT HIGH SCHOOL,MPIGI",FEMALE,23,21,40,7,5
KAMPALA,,MALE,34,36,20,5,5
KAMPALA,"CRESTED SECONDARY SCHOOL,KAMPALA",FEMALE,81,90,152,55,61
KAMPALA,,MALE,96,81,192,73,108
KAMPALA,"EAGLE'S NEST SECONDARY SCHOOL,KAMPALA",FEMALE,31,46,90,28,6
KAMPALA,,MALE,38,29,92,14,13
KAMPALA,"EAST HIGH SCHOOL,NTINDA",FEMALE,201,172,166,104,81
KAMPALA,,MALE,240,190,240,128,104
KAMPALA,"EBENEZER SECONDARY SCHOOL,KYADONDO",FEMALE,,,38,34,50
KAMPALA,,MALE,,,42,42,38
KAMPALA,"EMMA HIGH SCHOOL,KIKAAYA",FEMALE,23,36,66,40,30
KAMPALA,,MALE,24,34,106,37,37
KAMPALA,"EMMANUEL COLLEGE,KAZO-KAMPALA",FEMALE,38,38,72,30,29
KAMPALA,,MALE,32,42,70,30,18
KAMPALA,"EVERLIGHT COLLEGE,KALUNGU BBUNGA",FEMALE,12,14,26,8,5
KAMPALA,,MALE,7,6,4,12,5
KAMPALA,"EXCEL SECONDARY SCHOOL,KASUBI",FEMALE,30,9,46,25,10
KAMPALA,,MALE,31,23,78,30,22
KAMPALA,"FAIHA HIGH SCHOOL,KAWEMPE",FEMALE,24,39,108,40,29
KAMPALA,,MALE,19,36,82,45,29
KAMPALA,GABA MIXED HIGH SCHOOL,FEMALE,15,21,24,16,21
KAMPALA,,MALE,16,24,34,10,29
KAMPALA,GAYAZA ROAD SECONDARY SCHOOL,FEMALE,46,32,80,42,35
KAMPALA,,MALE,20,19,54,36,37
KAMPALA,GGABA PARENTS HIGH SCHOOL,FEMALE,,10,8,7,
KAMPALA,,MALE,,15,16,19,
KAMPALA,"GLOBAL SKILLS SECONDARY SCHOOL,KAMPALA",FEMALE,,19,22,10,11
KAMPALA,,MALE,,24,24,12,9
KAMPALA,"GOLDEN SCHOOL,KAMPALA",FEMALE,20,14,20,21,16
KAMPALA,,MALE,20,11,34,11,16
KAMPALA,"GREENHILL ACADEMY,KAMPALA",FEMALE,68,48,104,63,54
KAMPALA,,MALE,53,56,82,58,52
KAMPALA,"HAPPY HOURS SECONDARY SCHOOL,BWAISE",FEMALE,41,14,54,27,26
KAMPALA,,MALE,48,16,68,33,12
KAMPALA,"HERITAGE COLLEGE SCHOOL,KAWEMPE",FEMALE,11,13,100,32,26
KAMPALA,,MALE,9,15,108,28,49
KAMPALA,"HIGHLAND SECONDARY SCHOOL,KISAASI",FEMALE,17,24,48,12,21
KAMPALA,,MALE,16,28,32,21,24
KAMPALA,"JAKAYZ SECONDARY SCHOOL,KABOWA",FEMALE,,36,74,29,19
KAMPALA,,MALE,,59,82,37,21
KAMPALA,KABOWA HIGH SCHOOL,FEMALE,74,83,156,70,87
KAMPALA,,MALE,86,77,150,90,74
KAMPALA,KAIROS HIGH SCHOOL,FEMALE,,15,42,21,15
KAMPALA,,MALE,,13,78,20,21
KAMPALA,"KAKUNGULU MEMORIAL SCHOOL,KAMPALA",FEMALE,166,181,316,218,177
KAMPALA,,MALE,170,213,394,218,148
KAMPALA,KALINABIRI SECONDARY SCHOOL,FEMALE,59,52,68,55,48
KAMPALA,,MALE,76,71,66,59,53
KAMPALA,KAMPALA APOSTOLIC SECONDARY SCHOOL,FEMALE,21,19,36,20,21
KAMPALA,,MALE,19,25,30,21,17
KAMPALA,KAMPALA CITIZENS COLLEGE SCHOOL,FEMALE,56,44,86,37,33
KAMPALA,,MALE,71,55,112,54,46
KAMPALA,KAMPALA HIGH SCHOOL,FEMALE,27,33,64,43,49
KAMPALA,,MALE,49,31,98,50,52
KAMPALA,KAMPALA SECONDARY SCHOOL,FEMALE,105,119,148,64,44
KAMPALA,,MALE,217,186,286,149,102
KAMPALA,KAMPALA STUDENTS'CENTRE,FEMALE,25,28,68,30,18
KAMPALA,,MALE,47,46,110,73,27
KAMPALA,KANSANGA SECONDARY SCHOOL,FEMALE,29,24,50,26,33
KAMPALA,,MALE,37,23,58,34,19
KAMPALA,KASUBI PARENTS SECONDARY SCHOOL,FEMALE,10,15,22,27,24
KAMPALA,,MALE,24,13,46,34,28
KAMPALA,KASUBI SECONDARY SCHOOL,FEMALE,142,127,308,107,94
KAMPALA,,MALE,147,153,292,149,125
KAMPALA,KATUUSO COMMUNITY SECONDARY SCHOOL,FEMALE,,47,88,40,20
KAMPALA,,MALE,,18,70,53,23
KAMPALA,KAWAALA COLLEGE SCHOOL,FEMALE,31,37,,17,5
KAMPALA,,MALE,39,35,,14,7
KAMPALA,KAWAALA HIGH SCHOOL,FEMALE,28,26,60,33,19
KAMPALA,,MALE,29,34,82,40,20
KAMPALA,KAWEMPE MOSLEM HIGH SCHOOL,FEMALE,15,31,42,25,34
KAMPALA,,MALE,27,14,34,35,29
KAMPALA,KAWEMPE MUSLIM SECONDARY SCHOOL,FEMALE,95,97,212,85,91
KAMPALA,,MALE,107,122,232,110,120
KAMPALA,KAWEMPE STANDARD SCHOOL,FEMALE,26,21,42,20,33
KAMPALA,,MALE,38,20,52,13,44
KAMPALA,"KAZO HILL COLLEGE SCHOOL,KAWEMPE",FEMALE,24,14,28,42,21
KAMPALA,,MALE,18,24,18,43,33
KAMPALA,KIBULI GIRLS HIGH SCHOOL,FEMALE,17,35,32,,
KAMPALA,,MALE,4,15,,,
KAMPALA,KIBULI MIXED SECONDARY SCHOOL,FEMALE,,8,24,15,14
KAMPALA,,MALE,,19,34,13,14
KAMPALA,KIBULI SECONDARY SCHOOL,FEMALE,88,90,196,98,92
KAMPALA,,MALE,165,165,364,169,163
KAMPALA,"KINGSTONE HIGH SCHOOL,KAWEMPE",FEMALE,22,25,38,15,14
KAMPALA,,MALE,22,25,48,17,32
KAMPALA,KISAASI COLLEGE SCHOOL,FEMALE,67,99,144,77,54
KAMPALA,,MALE,82,110,192,84,68
KAMPALA,KITANTE HILL SECONDARY SCHOOL,FEMALE,117,98,248,94,104
KAMPALA,,MALE,160,167,276,138,127
KAMPALA,KITEBI SECONDARY SCHOOL,FEMALE,20,17,96,57,84
KAMPALA,,MALE,15,19,108,70,111
KAMPALA,KOLOLO HIGH SCHOOL,FEMALE,53,66,170,51,41
KAMPALA,,MALE,113,114,362,124,93
KAMPALA,KOLOLO SECONDARY SCHOOL,FEMALE,96,75,170,89,76
KAMPALA,,MALE,176,149,296,117,110
KAMPALA,KYAMBOGO COLLEGE SCHOOL,FEMALE,122,104,254,126,145
KAMPALA,,MALE,279,296,558,282,217
KAMPALA,KYAMBOGO COLLEGE SCHOOL ANNEX,FEMALE,10,24,,,
KAMPALA,,MALE,53,77,,,
KAMPALA,"LAKESIDE COLLEGE,LUZIRA",FEMALE,141,139,234,112,106
KAMPALA,,MALE,143,145,292,137,105
KAMPALA,LOHANA HIGH SCHOOL,FEMALE,,,,11,6
KAMPALA,,MALE,,,,7,5
KAMPALA,"LONDON HIGH SCHOOL,KABOWA",FEMALE,,,,18,20
KAMPALA,,MALE,,,,23,35
KAMPALA,LUBIRI ALL SAINTS SECONDARY SCHOOL,FEMALE,,,28,11,
KAMPALA,,MALE,,,34,15,
KAMPALA,LUBIRI HIGH SCHOOL,FEMALE,131,136,252,105,73
KAMPALA,,MALE,163,145,258,77,81
KAMPALA,LUBIRI SECONDARY SCHOOL,FEMALE,228,207,454,250,217
KAMPALA,,MALE,270,292,544,249,282
KAMPALA,LUBIRI SECONDARY SCHOOL ANNEX,FEMALE,21,82,306,121,100
KAMPALA,,MALE,34,133,388,145,108
KAMPALA,LUGOGO CENTRE,FEMALE,58,70,44,19,10
KAMPALA,,MALE,73,72,34,16,12
KAMPALA,LUZIRA SECONDARY SCHOOL,FEMALE,60,53,104,62,72
KAMPALA,,MALE,92,67,180,92,71
KAMPALA,LUZIRA UPPER PRISON HALL,FEMALE,,5,,3,1
KAMPALA,,MALE,29,30,48,21,20
KAMPALA,"MACKAY MEMORIAL SCHOOL,NATETE",FEMALE,77,77,104,52,56
KAMPALA,,MALE,77,79,94,64,48
KAMPALA,MAKERERE COLLEGE SCHOOL,FEMALE,93,109,174,115,
KAMPALA,,MALE,163,171,312,146,
KAMPALA,MAKERERE HIGHWAY COLLEGE,FEMALE,44,38,80,21,12
KAMPALA,,MALE,70,45,96,38,28
KAMPALA,MAKERERE MODERN SECONDARY SCHOOL,FEMALE,57,46,138,43,32
KAMPALA,,MALE,79,92,102,52,55
KAMPALA,MAKINDYE PARENTS SECONDARY SCHOOL,FEMALE,4,16,10,9,5
KAMPALA,,MALE,19,22,30,3,6
KAMPALA,MAKINDYE SECONDARY SCHOOL,FEMALE,76,74,174,60,70
KAMPALA,,MALE,56,71,112,72,70
KAMPALA,"MALCOM X ACADEMY,KAMPALA",FEMALE,16,11,,,8
KAMPALA,,MALE,11,6,,,12
KAMPALA,"MAMTAZ SEC. SCHOOL,KAWEMPE",FEMALE,,21,28,23,9
KAMPALA,,MALE,,21,34,24,18
KAMPALA,"MANCHESTER HIGH SCHOOL,KAMPALA",FEMALE,17,19,,,
KAMPALA,,MALE,28,17,,,
KAMPALA,"MARANATHA HIGH SCHOOL,KAMPALA",FEMALE,13,19,24,21,25
KAMPALA,,MALE,16,13,38,13,23
KAMPALA,"MARGARET SECONDARY SCHOOL,KIKAAYA",FEMALE,15,19,50,14,14
KAMPALA,,MALE,7,24,28,14,12
KAMPALA,"MARIAM HIGH SCHOOL,KAMPALA",FEMALE,93,144,228,96,36
KAMPALA,"MBOGO COLLEGE SCHOOL,KAWEMPE",FEMALE,47,65,134,60,53
KAMPALA,,MALE,44,66,134,57,43
KAMPALA,MBUYA COLLEGE SCHOOL,FEMALE,22,32,90,38,29
KAMPALA,,MALE,28,35,128,42,38
KAMPALA,MENGO SECONDARY SCHOOL,FEMALE,187,161,298,148,169
KAMPALA,,MALE,293,319,648,349,317
KAMPALA,MENGO SECONDARY SCHOOL ANNEX,FEMALE,8,30,50,83,120
KAMPALA,,MALE,16,30,90,85,117
KAMPALA,MIDFIELD SECONDARY SCHOOL,FEMALE,37,5,50,26,34
KAMPALA,,MALE,29,19,64,32,48
KAMPALA,"MIDLAND HIGH SCHOOL,KAWEMPE",FEMALE,96,90,134,72,69
KAMPALA,,MALE,118,87,194,94,84
KAMPALA,"MIDLAND HIGH SCHOOL,LUWEERO",FEMALE,,,,,11
KAMPALA,,MALE,,,,,31
KAMPALA,"MIREMBE COLLEGE SCHOOL,KATWE",FEMALE,21,21,46,21,20
KAMPALA,,MALE,17,32,38,28,29
KAMPALA,"MODEL HIGH SCHOOL,KAMPALA",FEMALE,24,24,58,23,18
KAMPALA,,MALE,33,31,62,23,25
KAMPALA,"MOLLY &amp; PAUL HIGH SCHOOL,KIBUYE",FEMALE,4,20,48,15,21
KAMPALA,,MALE,8,8,52,16,11
KAMPALA,MULAGO SECONDARY SCHOOL,FEMALE,19,30,58,28,12
KAMPALA,,MALE,27,35,54,14,11
KAMPALA,MUYENGA HIGH SCHOOL,FEMALE,32,29,50,17,28
KAMPALA,,MALE,33,17,32,22,19
KAMPALA,NABISUNSA GIRLS' SCHOOL,FEMALE,221,228,392,203,216
KAMPALA,NAJJA HIGH SCHOOL,FEMALE,38,46,92,30,27
KAMPALA,,MALE,52,38,78,38,27
KAMPALA,NAJJANANKUMBI YOUNG CHRISTIAN SCHOOL,FEMALE,71,37,130,45,32
KAMPALA,,MALE,57,52,106,42,37
KAMPALA,NAKASERO SECONDARY SCHOOL,FEMALE,66,63,116,41,38
KAMPALA,,MALE,104,96,168,55,48
KAMPALA,NAKINYUGUZI HIGH SCHOOL,FEMALE,13,12,26,15,12
KAMPALA,,MALE,13,6,24,11,7
KAMPALA,NAKULABYE HIGH SCHOOL,FEMALE,40,6,,,
KAMPALA,,MALE,17,8,,,
KAMPALA,NAMUNGOONA HIGH SCHOOL,FEMALE,39,43,94,32,33
KAMPALA,,MALE,43,45,82,42,23
KAMPALA,NAMUNGOONA PARENTS SECONDARY SCHOOL,FEMALE,56,106,226,105,95
KAMPALA,,MALE,70,104,234,120,91
KAMPALA,NAMUNGOONA SALAF SCHOOL,FEMALE,,,,29,8
KAMPALA,,MALE,,,,27,11
KAMPALA,NATETE MUSLIM HIGH SCHOOL,FEMALE,27,50,78,32,14
KAMPALA,,MALE,24,40,88,34,21
KAMPALA,NEW KABALE BUSEGA HIGH SCHOOL,FEMALE,,,,6,19
KAMPALA,,MALE,,,,4,15
KAMPALA,"NEW STYLES SECONDARY SCHOOL,BWAISE",FEMALE,28,20,38,19,20
KAMPALA,,MALE,53,24,28,14,22
KAMPALA,"NEWCASTLE HIGH SCHOOL,KANSANGA",FEMALE,26,44,78,36,
KAMPALA,,MALE,35,50,120,34,
KAMPALA,NSAMBYA HILLSIDE HIGH SCHOOL,FEMALE,29,28,80,45,71
KAMPALA,,MALE,42,48,80,35,125
KAMPALA,NSAMBYA SECONDARY SCHOOL,FEMALE,34,78,124,51,37
KAMPALA,,MALE,48,68,130,46,40
KAMPALA,NTINDA VIEW COLLEGE,FEMALE,53,79,106,46,38
KAMPALA,,MALE,104,104,244,89,59
KAMPALA,OLD KAMPALA HIGH SCHOOL,FEMALE,7,,,,
KAMPALA,,MALE,6,,,,
KAMPALA,OLD KAMPALA SECONDARY SCHOOL,FEMALE,169,169,222,132,151
KAMPALA,,MALE,330,330,450,236,256
KAMPALA,"OMEGA COLLEGE SCHOOL,KAMPALA",FEMALE,3,13,58,30,25
KAMPALA,,MALE,11,16,50,32,22
KAMPALA,"OXFORD HIGH SCHOOL,KAWEMPE",FEMALE,26,38,44,22,29
KAMPALA,,MALE,27,53,90,31,23
KAMPALA,"PAL AND LISA SECONDARY SCHOOL,KAMPALA",FEMALE,22,21,16,6,8
KAMPALA,,MALE,20,17,10,11,13
KAMPALA,"PEARL HIGH SCHOOL,MAKINDYE",FEMALE,48,61,64,37,27
KAMPALA,,MALE,47,49,74,31,36
KAMPALA,PIMBAS SECONDARY SCHOOL,FEMALE,35,19,32,31,10
KAMPALA,,MALE,45,33,60,20,18
KAMPALA,"PRAISE INTEG. H/S,MPERERWE",FEMALE,7,14,48,27,28
KAMPALA,,MALE,7,22,52,25,34
KAMPALA,"PREMIER HIGH SCHOOL,NTINDA",FEMALE,97,77,38,32,17
KAMPALA,,MALE,117,95,90,44,17
KAMPALA,"PRIDE ACADEMY,KAMPALA",FEMALE,34,22,54,15,22
KAMPALA,,MALE,45,33,126,33,52
KAMPALA,PRINCESS DIANA HIGH SCHOOL,FEMALE,13,14,48,16,22
KAMPALA,,MALE,10,10,50,2,3
KAMPALA,"PROGRESSIVE SECONDARY SCHOOL,KITINTALE",FEMALE,85,73,96,60,49
KAMPALA,,MALE,81,81,146,64,53
KAMPALA,"RISE AND SHINE HIGH SCHOOL,NTINDA",FEMALE,40,33,60,24,14
KAMPALA,,MALE,47,62,78,15,14
KAMPALA,"ROCK FOUNDATION SECONDARY SCHOOL,NSAMBYA",FEMALE,27,11,26,7,13
KAMPALA,,MALE,12,12,12,4,7
KAMPALA,"ROYAL COLLEGE,MAKINDYE",FEMALE,66,55,74,47,45
KAMPALA,,MALE,77,38,100,56,49
KAMPALA,"ROYAL COLLEGE,NAMUGONGO",FEMALE,45,35,94,35,65
KAMPALA,,MALE,33,37,90,33,56
KAMPALA,RUBAGA GIRLS' SECONDARY SCHOOL,FEMALE,107,125,316,113,142
KAMPALA,"SHARING YOUTH CENTRE,NSAMBYA",FEMALE,54,37,36,19,7
KAMPALA,,MALE,60,44,50,19,20
KAMPALA,"ST.ANDREW KAGGWA SS,KAWAALA",FEMALE,6,6,100,12,12
KAMPALA,,MALE,8,10,96,14,14
KAMPALA,"ST.CATHERINE'S COLLEGE,NAKINYUGUZI",FEMALE,42,37,56,36,22
KAMPALA,,MALE,33,32,64,36,19
KAMPALA,"ST.DENIS SEBUGWAWO SS,GGABA",FEMALE,23,18,34,20,27
KAMPALA,,MALE,24,26,46,26,29
KAMPALA,"ST.FRANCIS SECONDARY SCHOOL,KAWEMPE",FEMALE,76,71,106,56,35
KAMPALA,,MALE,119,93,158,67,42
KAMPALA,"ST.GEORGE HIGH SCHOOL,KABUSU",FEMALE,20,23,52,14,9
KAMPALA,,MALE,28,28,30,14,6
KAMPALA,"ST.JAMES BIINA HALL,LUZIRA",FEMALE,,8,24,12,18
KAMPALA,,MALE,,30,36,8,21
KAMPALA,"ST.JANAN LUWUMU SECONDARY SCHOOL,KAMPALA",FEMALE,28,70,124,57,50
KAMPALA,,MALE,48,63,160,52,61
KAMPALA,"ST.JOSEPH'S CENTENARY SS,NDEEBA",FEMALE,23,23,40,14,15
KAMPALA,,MALE,18,16,40,10,14
KAMPALA,"ST.JOSEPH'S GIRLS,NSAMBYA",FEMALE,106,97,200,88,119
KAMPALA,"ST.KIZITO SECONDARY SCHOOL,BUGOLOBI",FEMALE,46,62,116,61,66
KAMPALA,,MALE,60,69,128,73,71
KAMPALA,"ST.MARGARET COLLEGE,MAKERERE",FEMALE,26,30,54,26,21
KAMPALA,,MALE,26,29,62,21,26
KAMPALA,"ST.MARY'S HIGH SCHOOL,LUBAGA",FEMALE,43,56,86,8,12
KAMPALA,,MALE,29,40,36,7,7
KAMPALA,"ST.MBUGA VOCATIONAL SS, KAMPALA",FEMALE,52,37,84,32,38
KAMPALA,,MALE,51,64,78,44,40
KAMPALA,ST.MICHAEL INTERNATIONAL SCHOOL,FEMALE,34,56,94,29,70
KAMPALA,,MALE,60,82,94,45,110
KAMPALA,"ST.PETER'S SECONDARY SCHOOL,NSAMBYA",FEMALE,67,56,150,56,75
KAMPALA,,MALE,90,99,166,79,115
KAMPALA,"ST.STEPHEN'S COLLEGE,KABOWA",FEMALE,38,,,,
KAMPALA,,MALE,47,,,,
KAMPALA,"STENA HILL SCHOOL,KAMPALA",FEMALE,24,24,34,31,27
KAMPALA,,MALE,21,21,28,25,18
KAMPALA,"TAIBAH HIGH SCHOOL,KAWEMPE",FEMALE,43,,,,
KAMPALA,"THE MIJJA COLLEGE,BULAMU",FEMALE,8,15,12,10,9
KAMPALA,,MALE,4,26,28,12,19
KAMPALA,THE SCIENCE FOUNDATION COLLEGE,FEMALE,15,8,22,9,18
KAMPALA,,MALE,18,25,58,17,16
KAMPALA,"TRINITY HIGH SCHOOL,KANYANYA",FEMALE,31,20,,,
KAMPALA,,MALE,32,31,,,
KAMPALA,"TROPICAL HIGH SCHOOL,KAMPALA",FEMALE,51,54,116,61,43
KAMPALA,,MALE,79,70,200,89,82
KAMPALA,"UGANDA MARTYRS' HIGH SCHOOL,RUBAGA",FEMALE,67,67,126,48,56
KAMPALA,,MALE,125,100,130,96,93
KAMPALA,"UNIVERSAL HIGH SCHOOL,KISAASI",FEMALE,40,43,80,31,37
KAMPALA,,MALE,17,30,60,20,29
KAMPALA,"UPHILL COLLEGE,MBUYA",FEMALE,72,44,116,62,35
KAMPALA,,MALE,55,50,112,38,40
KAMPALA,"UPLANDS HIGH SCHOOL,MUTUNDWE",FEMALE,15,25,62,20,20
KAMPALA,,MALE,12,21,58,18,22
KAMPALA,"VIENNA HIGH SCHOOL,KABOWA",FEMALE,,,,24,28
KAMPALA,,MALE,,,,37,17
KAMPALA,"VISION HIGH SCHOOL,KAWEMPE",FEMALE,60,37,56,62,37
KAMPALA,,MALE,56,55,80,63,45
KAMPALA,"WINSTON STANDARD SS,KAMPALA",FEMALE,40,34,64,35,29
KAMPALA,,MALE,40,39,70,21,26
KAMPALA,"WORDSWORTH SECONDARY SCHOOL,KAMPALA",FEMALE,19,31,64,23,12
KAMPALA,,MALE,32,28,42,23,13
MUBENDE,BAGEZZA SEED SECONDARY SCHOOL,FEMALE,,1,4,6,1
MUBENDE,,MALE,,15,24,15,24
MUBENDE,BUKUYA SECONDARY SCHOOL,FEMALE,5,6,6,4,9
MUBENDE,,MALE,8,17,38,10,11
MUBENDE,BUTOLOOGO SEED SECONDARY SCHOOL,FEMALE,,,4,5,6
MUBENDE,,MALE,,,20,12,8
MUBENDE,"COMPREHENSIVE HIGH SCHOOL,MUBENDE",FEMALE,17,7,26,16,11
MUBENDE,,MALE,49,34,100,41,32
MUBENDE,"HIGHWAY SECONDARY SCHOOL,KIGANDA",FEMALE,,9,34,17,17
MUBENDE,,MALE,,24,30,16,31
MUBENDE,KAKUNGUBE SECONDARY SCHOOL,FEMALE,4,9,6,6,
MUBENDE,,MALE,6,11,18,11,15
MUBENDE,KALAMBA HILL SECONDARY SCHOOL,FEMALE,21,4,14,5,4
MUBENDE,,MALE,33,13,22,11,6
MUBENDE,KASAMBYA PARENTS SCHOOL,FEMALE,,,22,9,2
MUBENDE,,MALE,,,56,28,20
MUBENDE,KASENYI SECONDARY SCHOOL,FEMALE,68,45,108,63,36
MUBENDE,,MALE,88,93,236,97,76
MUBENDE,KASSANDA SECONDARY SCHOOL,FEMALE,3,5,4,1,3
MUBENDE,,MALE,12,12,18,13,7
MUBENDE,KIGANDA HIGH SCHOOL,FEMALE,8,17,62,24,9
MUBENDE,,MALE,18,36,70,42,18
MUBENDE,"KITENGA SECONDARY SCHOOL,MUBENDE",FEMALE,,5,20,2,6
MUBENDE,,MALE,,15,38,24,18
MUBENDE,LUSIBA PROGRESSIVE SECONDARY SCHOOL,FEMALE,,,6,,3
MUBENDE,,MALE,,,16,,7
MUBENDE,MUBENDE ARMY SCHOOL,FEMALE,6,14,34,12,19
MUBENDE,,MALE,14,26,48,52,49
MUBENDE,MUBENDE LIGHT SECONDARY SCHOOL,FEMALE,35,35,50,16,14
MUBENDE,,MALE,56,50,60,27,32
MUBENDE,NABINGOOLA PUBLIC SECONDARY SCHOOL,FEMALE,,,,,3
MUBENDE,,MALE,,,,,8
MUBENDE,"SACRED HEART SEMINARY,MUBENDE",MALE,16,13,46,17,19
MUBENDE,"SILVERSTEPS SECONDARY SCHOOL,KASAMBYA",FEMALE,,,6,9,3
MUBENDE,,MALE,,,42,21,9
MUBENDE,"ST.BENEDICT SECONDARY SCHOOL,KASAMBYA",FEMALE,,,,3,5
MUBENDE,,MALE,,,,15,12
MUBENDE,ST.CHARLES LWANGA LWANGIRI SS,FEMALE,,,,,9
MUBENDE,,MALE,,,,,15
MUBENDE,"ST.CHARLES LWANGA SS,MUBENDE",FEMALE,38,30,56,16,16
MUBENDE,,MALE,34,42,64,28,33
MUBENDE,ST.MATIA MULUMBA SECONDARY SCHOOL,FEMALE,21,7,12,9,5
MUBENDE,,MALE,20,17,18,19,12
MUBENDE,"ST.MUGAGGA SECONDARY SCHOOL,KIGANDA",FEMALE,7,13,10,6,5
MUBENDE,,MALE,14,23,18,12,6
MUBENDE,"ST.SUZAN HIGH SCHOOL,",FEMALE,,,28,14,5
MUBENDE,"UNIVERSAL COLLEGE,MUBENDE",FEMALE,,,,8,3
MUBENDE,,MALE,,,,16,7
KABALE,BP.KIVENGERE GIRLS' SCHOOL,FEMALE,23,21,94,26,28
KABALE,BUBAARE SECONDARY SCHOOL,FEMALE,53,34,58,28,25
KABALE,,MALE,67,58,108,58,44
KABALE,"BUFUNDI COLLEGE,KACEREERE",FEMALE,,,,,3
KABALE,,MALE,,,,,7
KABALE,BUHARA SECONDARY SCHOOL,FEMALE,,,,4,5
KABALE,,MALE,,,,11,20
KABALE,BUKINDA SECONDARY SCHOOL,FEMALE,15,12,12,6,2
KABALE,,MALE,29,25,20,9,14
KABALE,"BUKINDA SEMINARY,KABALE",MALE,33,42,100,42,26
KABALE,BURANGA SECONDARY SCHOOL,FEMALE,3,3,14,4,6
KABALE,,MALE,34,10,50,19,16
KABALE,"CREAMLAND HIGH SCHOOL,KABALE",FEMALE,,,46,26,20
KABALE,,MALE,,,86,42,35
KABALE,"EXCEL HIGH,KABALE",FEMALE,,17,56,11,17
KABALE,,MALE,,61,66,27,18
KABALE,HORNBY HIGH SCHOOL,FEMALE,41,45,102,24,36
KABALE,,MALE,2,,2,3,1
KABALE,KABALE BRAINSTORM HIGH SCHOOL,FEMALE,69,96,284,93,76
KABALE,,MALE,129,175,430,166,143
KABALE,KABALE HALL,FEMALE,15,9,38,18,17
KABALE,,MALE,33,43,88,52,29
KABALE,KABALE SECONDARY SCHOOL,FEMALE,22,19,86,37,22
KABALE,,MALE,31,33,116,57,40
KABALE,KABALE TRINITY COLLEGE,FEMALE,112,103,192,109,89
KABALE,,MALE,88,123,230,111,107
KABALE,KAMUGANGUZI JANAN LUWUM MEMORIAL SS,FEMALE,,,10,14,11
KABALE,,MALE,,,24,24,22
KABALE,KAMURONKO SECONDARY SCHOOL,FEMALE,8,6,16,8,8
KABALE,,MALE,13,20,60,13,12
KABALE,KAMWEZI HIGH SCHOOL,FEMALE,6,9,14,2,10
KABALE,,MALE,9,10,40,15,19
KABALE,KANTARE SECONDARY SCHOOL,FEMALE,,,18,9,5
KABALE,,MALE,,,40,24,11
KABALE,KIGATA HIGH SCHOOL,FEMALE,30,17,30,12,9
KABALE,,MALE,38,7,24,24,10
KABALE,KIGEZI CLEVERLAND HIGH SCHOOL,FEMALE,75,75,106,59,43
KABALE,,MALE,143,144,236,103,61
KABALE,"KIGEZI COLLEGE,BUTOBERE",MALE,121,99,216,62,71
KABALE,KIGEZI HIGH SCHOOL,FEMALE,41,54,88,32,76
KABALE,,MALE,103,126,176,88,178
KABALE,KIHANGA SECONDARY SCHOOL,FEMALE,12,20,52,13,16
KABALE,,MALE,26,44,68,29,34
KABALE,KISHANJE HIGHLANDS HIGH SCHOOL,FEMALE,,,10,8,4
KABALE,,MALE,,,50,12,21
KABALE,LAKE BUNYONYI COMMUNITY SECONDARY SCHOOL,FEMALE,,,,6,1
KABALE,,MALE,,,,12,13
KABALE,LAKE BUNYONYI SECONDARY SCHOOL,FEMALE,7,3,2,,17
KABALE,,MALE,35,11,18,,35
KABALE,MUKO HIGH SCHOOL,FEMALE,,,,5,12
KABALE,,MALE,,,,15,23
KABALE,NDORWA SECONDARY SCHOOL,FEMALE,28,41,64,10,11
KABALE,,MALE,88,69,98,30,13
KABALE,"NYABIKONI SECONDARY SCHOOL,KABALE",FEMALE,34,71,106,58,61
KABALE,,MALE,78,92,138,90,83
KABALE,NYARUHANGA HIGH SCHOOL,FEMALE,5,25,46,6,2
KABALE,,MALE,22,58,98,26,24
KABALE,"QUEEN OF APOSTLES A.S.,KYERERO",FEMALE,,,,4,3
KABALE,,MALE,,,,7,13
